Concat,ZScore_Index,MaxMin_Index,0Percent,Concat2,Indexish,ZScore_Index,MaxMin_Index,NAPercent,GTAP_Region,CLUM_category,year
2011Brunei DarussalamGross Fixed Capital Formation,0,0,0,,2036,1.288956254,1,0,Singapore,Housing,2007
2011Brunei DarussalamGovernment,0.265726945,0.323421693,18.18181818,,2037,1.288956254,1,0,Singapore,Housing,2004
2011CambodiaFood,0.860506029,0.260565963,0,,2038,0.668858463,0.81789324,0,Slovakia,Housing,2011
2011CambodiaHousing,0,0,100,,2039,0.67215669,0.818861844,0,Slovakia,Housing,2007
2011CambodiaPersonal Transportation,-0.152534547,0.000179401,33.33333333,,2040,0.673802313,0.819345122,0,Slovakia,Housing,2004
2011CambodiaGoods,0,0,0,,2041,0.465412247,0.758146323,0,Slovenia,Housing,2011
2011CambodiaServices,-0.513889364,0.395326168,0,,2042,0.419330117,0.744613188,0,Slovenia,Housing,2007
2011CambodiaGross Fixed Capital Formation,0,0,0,,2043,0.382185039,0.733704634,0,Slovenia,Housing,2004
2011CambodiaGovernment,0.852620528,0.239756807,9.090909091,,2044,NA,NA,100,South Africa,Housing,2011
2011IndonesiaFood,0.406672138,0.223266106,0,,2045,NA,NA,100,South Africa,Housing,2007
2011IndonesiaHousing,0,0,100,,2046,NA,NA,100,South Africa,Housing,2004
2011IndonesiaPersonal Transportation,0.434122035,0.46829016,0,,2047,1.16506316,0.963615787,0,Spain,Housing,2011
2011IndonesiaGoods,0,0,0,,2048,1.11626395,0.949284715,0,Spain,Housing,2007
2011IndonesiaServices,-0.068986529,0.466649201,0,,2049,1.079909139,0.938608243,0,Spain,Housing,2004
2011IndonesiaGross Fixed Capital Formation,0,0,0,,2050,NA,NA,100,Sri Lanka,Housing,2011
2011IndonesiaGovernment,0.260908245,0.283823856,0,,2051,NA,NA,100,Sri Lanka,Housing,2007
2011LaosFood,0.688373283,0.303545074,20,,2052,NA,NA,100,Sri Lanka,Housing,2004
2011LaosHousing,0,0,100,,2053,1.016987424,0.920129755,0,Sweden,Housing,2011
2011LaosPersonal Transportation,-0.410253155,0.399284013,0,,2054,1.00676481,0.917127637,0,Sweden,Housing,2007
2011LaosGoods,0,0.000719885,0,,2055,0.999368525,0.914955538,0,Sweden,Housing,2004
2011LaosServices,-0.305645084,0.427008888,0,,2056,1.248326642,0.988068129,0,Switzerland,Housing,2011
2011LaosGross Fixed Capital Formation,0,0,0,,2057,1.23641141,0.984568932,0,Switzerland,Housing,2007
2011LaosGovernment,-0.29295783,0.269845183,18.18181818,,2058,1.227550203,0.981966623,0,Switzerland,Housing,2004
2011MalaysiaFood,0.756599588,0.246479055,0,,2059,NA,NA,100,Thailand,Housing,2011
2011MalaysiaHousing,0.64505224,0.810901965,0,,2060,NA,NA,100,Thailand,Housing,2007
2011MalaysiaPersonal Transportation,0.036311482,0.013713399,33.33333333,,2061,NA,NA,100,Thailand,Housing,2004
2011MalaysiaGoods,0,0,0,,2062,NA,NA,100,Togo,Housing,2011
2011MalaysiaServices,0.175504841,0.543641178,12.5,,2063,NA,NA,100,Togo,Housing,2007
2011MalaysiaGross Fixed Capital Formation,0,0,0,,2064,NA,NA,100,Togo,Housing,2004
2011MalaysiaGovernment,0.430745055,0.280416317,9.090909091,,2065,NA,NA,100,Trinidad and Tobago,Housing,2011
2011PhilippinesFood,0.093768792,0.195028,0,,2066,NA,NA,100,Trinidad and Tobago,Housing,2007
2011PhilippinesHousing,0,0,0,,2067,NA,NA,100,Trinidad and Tobago,Housing,2004
2011PhilippinesPersonal Transportation,-0.02322819,0.009446379,33.33333333,,2068,0.275676231,0.702425739,0,Tunisia,Housing,2011
2011PhilippinesGoods,0,0,0,,2069,0.110175489,0.653822431,0,Tunisia,Housing,2007
2011PhilippinesServices,-1.190698409,0.094800972,50,,2070,-0.009689164,0.618621268,0,Tunisia,Housing,2004
2011PhilippinesGross Fixed Capital Formation,0,0,0,,2071,-0.818741892,0.381023306,0,Turkey,Housing,2011
2011PhilippinesGovernment,0.166239242,0.179493337,18.18181818,,2072,-1.078741716,0.30466805,0,Turkey,Housing,2007
2011SingaporeFood,1.57789577,0.407836958,40,,2073,-1.261196628,0.251085739,0,Turkey,Housing,2004
2011SingaporeHousing,0,0,0,,2074,NA,NA,100,Uganda,Housing,2011
2011SingaporePersonal Transportation,-0.022310419,0.009512152,33.33333333,,2075,NA,NA,100,Uganda,Housing,2007
2011SingaporeGoods,0,0,0,,2076,NA,NA,100,Uganda,Housing,2004
2011SingaporeServices,1.107094257,0.550761628,50,,2077,NA,NA,100,Ukraine,Housing,2011
2011SingaporeGross Fixed Capital Formation,0,0,0,,2078,NA,NA,100,Ukraine,Housing,2007
2011SingaporeGovernment,0.645744668,0.335180831,18.18181818,,2079,NA,NA,100,Ukraine,Housing,2004
2011ThailandFood,0.192800691,0.203115828,0,,2080,1.057492817,0.932025146,0,United Arab Emirates,Housing,2011
2011ThailandHousing,0,0,0,,2081,1.050856635,0.93007627,0,United Arab Emirates,Housing,2007
2011ThailandPersonal Transportation,0.338504047,0.461462204,0,,2082,1.045238434,0.92842635,0,United Arab Emirates,Housing,2004
2011ThailandGoods,0,0,0,,2083,1.206253829,0.975712427,0,United Kingdom,Housing,2011
2011ThailandServices,0.051168316,0.32310091,37.5,,2084,1.203528648,0.974912111,0,United Kingdom,Housing,2007
2011ThailandGross Fixed Capital Formation,0,0,0,,2085,1.201405234,0.974288519,0,United Kingdom,Housing,2004
2011ThailandGovernment,0.817736344,0.379788114,0,,2086,0.927015913,0.893707438,0,United States of America,Housing,2011
2011VietnamFood,0.41614369,0.224437054,0,,2087,0.923519735,0.892680701,0,United States of America,Housing,2007
2011VietnamHousing,0,0,100,,2088,0.920784059,0.891877303,0,United States of America,Housing,2004
2011VietnamPersonal Transportation,-0.072204492,0.005936402,33.33333333,,2089,0.028412161,0.629810646,0,Uruguay,Housing,2011
2011VietnamGoods,0,0.007692308,0,,2090,0.005230866,0.623002896,0,Uruguay,Housing,2007
2011VietnamServices,0.10380991,0.492105545,0,,2091,-0.013301734,0.617560349,0,Uruguay,Housing,2004
2011VietnamGross Fixed Capital Formation,0,0,0,,2092,NA,NA,100,Zambia,Housing,2011
2011VietnamGovernment,0.681089254,0.284449863,9.090909091,,2093,NA,NA,100,Zambia,Housing,2007
2011Rest of Southeast AsiaFood,0.297453217,0.214361291,0.380898483,,2094,NA,NA,100,Zambia,Housing,2004
2011Rest of Southeast AsiaHousing,0,0,100,,2095,NA,NA,100,Zimbabwe,Housing,2011
2011Rest of Southeast AsiaPersonal Transportation,-0.142033469,0.017030697,33.33333333,,2096,NA,NA,100,Zimbabwe,Housing,2007
2011Rest of Southeast AsiaGoods,0,0,0,,2097,NA,NA,100,Zimbabwe,Housing,2004
2011Rest of Southeast AsiaServices,-0.865090489,0.142731287,49.28581534,,2098,NA,Inf,0,Australia,Goods,2004
2011Rest of Southeast AsiaGross Fixed Capital Formation,0,0,0,,2099,NA,Inf,0,Australia,Goods,2007
2011Rest of Southeast AsiaGovernment,-0.486128469,0.132251474,18.00868251,,2100,NA,Inf,0,Australia,Goods,2011
2011BangladeshFood,0.445968142,0.226071321,0,,2101,NA,Inf,0,New Zealand,Goods,2004
2011BangladeshHousing,0,0,100,,2102,NA,Inf,0,New Zealand,Goods,2007
2011BangladeshPersonal Transportation,0.605867998,0.484973322,0,,2103,NA,Inf,0,New Zealand,Goods,2011
2011BangladeshGoods,0,0,0,,2104,NA,0.004311422,0,China,Goods,2004
2011BangladeshServices,-0.597774004,0.197793495,37.5,,2105,NA,0.004548449,0,China,Goods,2007
2011BangladeshGross Fixed Capital Formation,0,0,0,,2106,NA,0.004908234,0,China,Goods,2011
2011BangladeshGovernment,-0.078798813,0.26554572,9.090909091,,2107,NA,Inf,0,Japan,Goods,2004
2011IndiaFood,0.273729902,0.209951476,0,,2108,NA,Inf,0,Japan,Goods,2007
2011IndiaHousing,0,0,100,,2109,NA,Inf,0,Japan,Goods,2011
2011IndiaPersonal Transportation,0.235616721,0.451442841,0,,2110,NA,0.001052632,0,Mongolia,Goods,2004
2011IndiaGoods,0,0,0,,2111,NA,0.001458452,0,Mongolia,Goods,2007
2011IndiaServices,-0.390033017,0.352413899,25,,2112,NA,0.003458463,0,Mongolia,Goods,2011
2011IndiaGross Fixed Capital Formation,0,0,0,,2113,NA,Inf,0,Brunei Darussalam,Goods,2004
2011IndiaGovernment,-0.125959814,0.245603858,9.090909091,,2114,NA,Inf,0,Brunei Darussalam,Goods,2007
2011NepalFood,0.104733647,0.19501617,0,,2115,NA,Inf,0,Brunei Darussalam,Goods,2011
2011NepalHousing,0,0,100,,2116,NA,0.000446429,0,Cambodia,Goods,2004
2011NepalPersonal Transportation,0.279282241,0.457452847,0,,2117,NA,0.000513347,0,Cambodia,Goods,2007
2011NepalGoods,0,0,0,,2118,NA,0.000662252,0,Cambodia,Goods,2011
2011NepalServices,-0.542127579,0.311850038,12.5,,2119,NA,0.000990099,0,Indonesia,Goods,2004
2011NepalGross Fixed Capital Formation,0,0,0,,2120,NA,0.000990099,0,Indonesia,Goods,2007
2011NepalGovernment,0.320207989,0.31535007,9.090909091,,2121,NA,0.001876869,0,Indonesia,Goods,2011
2011PakistanFood,0.044643943,0.190862973,0,,2122,NA,Inf,0,Malaysia,Goods,2004
2011PakistanHousing,0,0,100,,2123,NA,Inf,0,Malaysia,Goods,2007
2011PakistanPersonal Transportation,-0.839023951,0.362870158,0,,2124,NA,Inf,0,Malaysia,Goods,2011
2011PakistanGoods,0,0,0,,2125,NA,0.001152648,0,Philippines,Goods,2004
2011PakistanServices,-0.983751986,0.35808396,12.5,,2126,NA,0.001570125,0,Philippines,Goods,2007
2011PakistanGross Fixed Capital Formation,0,0,0,,2127,NA,0.00206971,0,Philippines,Goods,2011
2011PakistanGovernment,-0.129056939,0.236382912,0,,2128,NA,Inf,0,Singapore,Goods,2004
2011Sri LankaFood,0.131746443,0.198692813,0,,2129,NA,Inf,0,Singapore,Goods,2007
2011Sri LankaHousing,0,0,0,,2130,NA,Inf,0,Singapore,Goods,2011
2011Sri LankaPersonal Transportation,0.093100972,0.44165558,0,,2131,NA,0.02,0,Thailand,Goods,2004
2011Sri LankaGoods,0,0,0,,2132,NA,0.02,0,Thailand,Goods,2007
2011Sri LankaServices,-0.363401183,0.445464482,12.5,,2133,NA,0.02,0,Thailand,Goods,2011
2011Sri LankaGross Fixed Capital Formation,0,0,0,,2134,NA,0.000220751,0,Bangladesh,Goods,2004
2011Sri LankaGovernment,-0.145018137,0.248372348,0,,2135,NA,0.000220751,0,Bangladesh,Goods,2007
2011Rest of South AsiaFood,-0.192978564,0.170744843,0.525593806,,2136,NA,0.000302171,0,Bangladesh,Goods,2011
2011Rest of South AsiaHousing,0,0,100,,2137,NA,0.000266667,0,India,Goods,2004
2011Rest of South AsiaPersonal Transportation,-1.579708751,0.300555634,0,,2138,NA,0.000266667,0,India,Goods,2007
2011Rest of South AsiaGoods,0,0,0,,2139,NA,0.000266667,0,India,Goods,2011
2011Rest of South AsiaServices,-0.176798718,0.324287667,48.68601549,,2140,NA,0.000214133,0,Nepal,Goods,2004
2011Rest of South AsiaGross Fixed Capital Formation,0,0,0,,2141,NA,0.000239808,0,Nepal,Goods,2007
2011Rest of South AsiaGovernment,-0.587092205,0.198409794,0,,2142,NA,0.000460829,0,Nepal,Goods,2011
2011CanadaFood,0.048661356,0.238445479,20,,2143,NA,0.000398406,0,Pakistan,Goods,2004
2011CanadaHousing,0.498420097,0.767839879,0,,2144,NA,0.000417512,0,Pakistan,Goods,2007
2011CanadaPersonal Transportation,0.231333589,0.451333398,0,,2145,NA,0.000516608,0,Pakistan,Goods,2011
2011CanadaGoods,0,0,0,,2146,NA,0.002083333,0,Sri Lanka,Goods,2004
2011CanadaServices,1.101189765,0.577378888,50,,2147,NA,0.002083333,0,Sri Lanka,Goods,2007
2011CanadaGross Fixed Capital Formation,0,0,0,,2148,NA,0.002083333,0,Sri Lanka,Goods,2011
2011CanadaGovernment,0.118782976,0.35058573,18.18181818,,2149,NA,Inf,0,Canada,Goods,2004
2011United States of AmericaFood,0.492578633,0.280766954,20,,2150,NA,Inf,0,Canada,Goods,2007
2011United States of AmericaHousing,0,0,0,,2151,NA,Inf,0,Canada,Goods,2011
2011United States of AmericaPersonal Transportation,1.966864142,0.576622216,0,,2152,NA,Inf,0,United States of America,Goods,2004
2011United States of AmericaGoods,0,0,0,,2153,NA,Inf,0,United States of America,Goods,2007
2011United States of AmericaServices,0.836299206,0.588693412,12.5,,2154,NA,Inf,0,United States of America,Goods,2011
2011United States of AmericaGross Fixed Capital Formation,0,0,0,,2155,NA,0.004545455,0,Mexico,Goods,2004
2011United States of AmericaGovernment,0.352295014,0.37791177,9.090909091,,2156,NA,0.004835549,0,Mexico,Goods,2007
2011MexicoFood,0.099399948,0.193928014,0,,2157,NA,0.006493141,0,Mexico,Goods,2011
2011MexicoHousing,-0.837242633,0.375590115,0,,2158,NA,0.004545455,0,Argentina,Goods,2004
2011MexicoPersonal Transportation,0.34483051,0.462072418,0,,2159,NA,0.004545455,0,Argentina,Goods,2007
2011MexicoGoods,0,0,0,,2160,NA,0.004545455,0,Argentina,Goods,2011
2011MexicoServices,-0.176198684,0.457533406,0,,2161,NA,0.000574394,0,Bolivia,Goods,2004
2011MexicoGross Fixed Capital Formation,0,0,0,,2162,NA,0.000803057,0,Bolivia,Goods,2007
2011MexicoGovernment,0.203277856,0.306436638,0,,2163,NA,0.000925926,0,Bolivia,Goods,2011
2011Rest of North AmericaFood,0.479750291,0.611132126,60,,2164,NA,0.036026516,0,Brazil,Goods,2004
2011Rest of North AmericaHousing,0,0,100,,2165,NA,0.016666667,0,Brazil,Goods,2007
2011Rest of North AmericaPersonal Transportation,1.133305343,0.950376093,33.33333333,,2166,NA,0.016666667,0,Brazil,Goods,2011
2011Rest of North AmericaGoods,0,0,0,,2167,NA,Inf,0,Chile,Goods,2004
2011Rest of North AmericaServices,0.687744104,0.719288577,25,,2168,NA,Inf,0,Chile,Goods,2007
2011Rest of North AmericaGross Fixed Capital Formation,0,0,0,,2169,NA,Inf,0,Chile,Goods,2011
2011Rest of North AmericaGovernment,0.873910325,0.52852625,54.54545455,,2170,NA,0.001737284,0,Colombia,Goods,2004
2011ArgentinaFood,0.799332491,0.250409777,0,,2171,NA,0.002466903,0,Colombia,Goods,2007
2011ArgentinaHousing,-1.189301208,0.272199573,0,,2172,NA,0.006666667,0,Colombia,Goods,2011
2011ArgentinaPersonal Transportation,0.337698647,0.462137155,0,,2173,NA,0.008636076,0,Ecuador,Goods,2004
2011ArgentinaGoods,0,0,0,,2174,NA,0.007509012,0,Ecuador,Goods,2007
2011ArgentinaServices,0.420788886,0.613301247,25,,2175,NA,0.006396044,0,Ecuador,Goods,2011
2011ArgentinaGross Fixed Capital Formation,0,0,0,,2176,NA,0.001149425,0,Paraguay,Goods,2004
2011ArgentinaGovernment,0.200537622,0.317001951,0,,2177,NA,0.001149425,0,Paraguay,Goods,2007
2011BoliviaFood,0.007676678,0.187082073,0,,2178,NA,0.001149425,0,Paraguay,Goods,2011
2011BoliviaHousing,-1.50671419,0.178983551,0,,2179,NA,0.000632911,0,Peru,Goods,2004
2011BoliviaPersonal Transportation,0.037690128,0.437029191,0,,2180,NA,0.000809717,0,Peru,Goods,2007
2011BoliviaGoods,0,0,0,,2181,NA,0.001542571,0,Peru,Goods,2011
2011BoliviaServices,-0.364926901,0.422167841,0,,2182,NA,Inf,0,Uruguay,Goods,2004
2011BoliviaGross Fixed Capital Formation,0,0,0,,2183,NA,Inf,0,Uruguay,Goods,2007
2011BoliviaGovernment,0.177901286,0.27981662,0,,2184,NA,Inf,0,Uruguay,Goods,2011
2011BrazilFood,0.741053394,0.246878489,0,,2185,NA,Inf,0,Costa Rica,Goods,2004
2011BrazilHousing,-0.934678204,0.346975796,0,,2186,NA,Inf,0,Costa Rica,Goods,2007
2011BrazilPersonal Transportation,0.463633661,0.470241014,0,,2187,NA,Inf,0,Costa Rica,Goods,2011
2011BrazilGoods,0,0,0,,2188,NA,0.000649351,0,Guatemala,Goods,2004
2011BrazilServices,0.189393142,0.46649479,25,,2189,NA,0.000649351,0,Guatemala,Goods,2007
2011BrazilGross Fixed Capital Formation,0,0,0,,2190,NA,0.000649351,0,Guatemala,Goods,2011
2011BrazilGovernment,-0.000158638,0.271054503,0,,2191,NA,0.000505051,0,Honduras,Goods,2004
2011ChileFood,0.612302621,0.240436543,0,,2192,NA,0.00065313,0,Honduras,Goods,2007
2011ChileHousing,0.23456192,0.690351524,0,,2193,NA,0.001579109,0,Honduras,Goods,2011
2011ChilePersonal Transportation,0.13501479,0.444960353,0,,2194,NA,0.000429111,0,Nicaragua,Goods,2004
2011ChileGoods,0,0,0,,2195,NA,0.000592563,0,Nicaragua,Goods,2007
2011ChileServices,0.001901015,0.517657185,12.5,,2196,NA,0.001253261,0,Nicaragua,Goods,2011
2011ChileGross Fixed Capital Formation,0,0,0,,2197,NA,Inf,0,Panama,Goods,2004
2011ChileGovernment,0.244075826,0.321638366,0,,2198,NA,Inf,0,Panama,Goods,2007
2011ColombiaFood,0.077219744,0.192016226,0,,2199,NA,Inf,0,Panama,Goods,2011
2011ColombiaHousing,-1.471226984,0.189405229,0,,2200,NA,NA,100,El Salvador,Goods,2004
2011ColombiaPersonal Transportation,0.29597484,0.458292828,0,,2201,NA,NA,100,El Salvador,Goods,2007
2011ColombiaGoods,0,0,0,,2202,NA,NA,100,El Salvador,Goods,2011
2011ColombiaServices,-0.041587773,0.475337651,0,,2203,NA,0.002063265,0,Dominican Republic,Goods,2004
2011ColombiaGross Fixed Capital Formation,0,0,0,,2204,NA,0.003448276,0,Dominican Republic,Goods,2007
2011ColombiaGovernment,0.002634126,0.27228688,0,,2205,NA,0.004329353,0,Dominican Republic,Goods,2011
2011EcuadorFood,0.139630546,0.197896188,0,,2206,NA,0.017799514,0,Jamaica,Goods,2004
2011EcuadorHousing,-0.669456971,0.424864445,0,,2207,NA,0.017799514,0,Jamaica,Goods,2007
2011EcuadorPersonal Transportation,0.210600032,0.451536368,0,,2208,NA,0.017799514,0,Jamaica,Goods,2011
2011EcuadorGoods,0,0,0,,2209,NA,Inf,0,Puerto Rico,Goods,2004
2011EcuadorServices,-0.014716374,0.478260281,0,,2210,NA,Inf,0,Puerto Rico,Goods,2007
2011EcuadorGross Fixed Capital Formation,0,0,0,,2211,NA,Inf,0,Puerto Rico,Goods,2011
2011EcuadorGovernment,0.101264292,0.291052235,0,,2212,NA,0.05,0,Trinidad and Tobago,Goods,2004
2011ParaguayFood,0.824463697,0.257537132,0,,2213,NA,0.05,0,Trinidad and Tobago,Goods,2007
2011ParaguayHousing,0,0,0,,2214,NA,0.05,0,Trinidad and Tobago,Goods,2011
2011ParaguayPersonal Transportation,0.118120175,0.443856335,0,,2215,NA,Inf,0,Austria,Goods,2004
2011ParaguayGoods,0,0,0,,2216,NA,Inf,0,Austria,Goods,2007
2011ParaguayServices,-0.136337405,0.508896863,25,,2217,NA,Inf,0,Austria,Goods,2011
2011ParaguayGross Fixed Capital Formation,0,0,0,,2218,NA,Inf,0,Belgium,Goods,2004
2011ParaguayGovernment,0.191722056,0.302340168,0,,2219,NA,Inf,0,Belgium,Goods,2007
2011PeruFood,0.412463505,0.222837075,0,,2220,NA,Inf,0,Belgium,Goods,2011
2011PeruHousing,0,0,0,,2221,NA,Inf,0,Cyprus,Goods,2004
2011PeruPersonal Transportation,0.146639391,0.446015654,0,,2222,NA,Inf,0,Cyprus,Goods,2007
2011PeruGoods,0,0,0,,2223,NA,Inf,0,Cyprus,Goods,2011
2011PeruServices,-0.030331722,0.476251832,0,,2224,NA,Inf,0,Czech Republic,Goods,2004
2011PeruGross Fixed Capital Formation,0,0,0,,2225,NA,Inf,0,Czech Republic,Goods,2007
2011PeruGovernment,-0.023400286,0.266139067,0,,2226,NA,Inf,0,Czech Republic,Goods,2011
2011UruguayFood,0.465290637,0.225440174,0,,2227,NA,Inf,0,Denmark,Goods,2004
2011UruguayHousing,0,0,0,,2228,NA,Inf,0,Denmark,Goods,2007
2011UruguayPersonal Transportation,0,0,100,,2229,NA,Inf,0,Denmark,Goods,2011
2011UruguayGoods,0,0,0,,2230,NA,0.025,0,Estonia,Goods,2004
2011UruguayServices,0.489419408,0.411928047,50,,2231,NA,0.025,0,Estonia,Goods,2007
2011UruguayGross Fixed Capital Formation,0,0,0,,2232,NA,0.025,0,Estonia,Goods,2011
2011UruguayGovernment,-0.053706576,0.215046758,9.090909091,,2233,NA,Inf,0,Finland,Goods,2004
2011Venezuela (Bolivarian Republic of)Food,0.580666903,0.232286926,0,,2234,NA,Inf,0,Finland,Goods,2007
2011Venezuela (Bolivarian Republic of)Housing,-1.473587879,0.188711895,0,,2235,NA,Inf,0,Finland,Goods,2011
2011Venezuela (Bolivarian Republic of)Personal Transportation,0.228698346,0.452967539,0,,2236,NA,Inf,0,France,Goods,2004
2011Venezuela (Bolivarian Republic of)Goods,0,0,100,,2237,NA,Inf,0,France,Goods,2007
